"b:tnow in s";"s:Vac_ist";"s:id_ref";"s:iq_ref"
0.653167;1.002411;0.498797;-0.498797
0.654167;1.002411;0.498797;-0.498797
0.655167;1.002411;0.498797;-0.498797
0.656167;1.002411;0.498797;-0.498797
0.657167;1.002411;0.498797;-0.498797
0.658167;1.002411;0.498797;-0.498797
0.659167;1.002411;0.498797;-0.498797
0.660167;1.002411;0.498797;-0.498797
0.661167;1.002411;0.498797;-0.498797
0.662167;1.002411;0.498797;-0.498797
0.663167;1.002411;0.498797;-0.498797
0.664167;1.002411;0.498797;-0.498797
0.665167;1.002411;0.498797;-0.498797
0.666167;1.002411;0.498797;-0.498797
0.667167;1.002411;0.498797;-0.498797
0.668167;1.002411;0.498797;-0.498797
0.669167;1.002411;0.498797;-0.498797
0.670167;1.002411;0.498797;-0.498797
0.671167;1.002411;0.498797;-0.498797
0.672167;1.002411;0.498797;-0.498797
0.673167;1.002411;0.498797;-0.498797
0.674167;1.002411;0.498797;-0.498797
0.675167;1.002411;0.498797;-0.498797
0.676167;1.002411;0.498797;-0.498797
0.677167;1.002411;0.498797;-0.498797
0.678167;1.002411;0.498797;-0.498797
0.679167;1.002411;0.498797;-0.498797
0.680167;1.002411;0.498797;-0.498797
0.681167;1.002411;0.498797;-0.498797
0.682167;1.002411;0.498797;-0.498797
0.683167;1.002411;0.498797;-0.498797
0.684167;1.002411;0.498797;-0.498797
0.685167;1.002411;0.498797;-0.498797
0.686167;1.002411;0.498797;-0.498797
0.687167;1.002411;0.498797;-0.498797
0.688167;1.002411;0.498797;-0.498797
0.689167;1.002411;0.498797;-0.498797
0.690167;1.002411;0.498797;-0.498797
0.691167;1.002411;0.498797;-0.498797
0.692167;1.002411;0.498797;-0.498797
0.693167;1.002411;0.498797;-0.498797
0.694167;1.002411;0.498797;-0.498797
0.695167;1.002411;0.498797;-0.498797
0.696167;1.002411;0.498797;-0.498797
0.697167;1.002411;0.498797;-0.498797
0.698167;1.002411;0.498797;-0.498797
0.699167;1.002411;0.498797;-0.498797
0.700167;1.002411;0.498797;-0.498797
0.701167;1.002411;0.498797;-0.498797
0.702167;1.002411;0.498797;-0.498797
0.703167;1.002411;0.498797;-0.498797
0.704167;1.002411;0.498797;-0.498797
0.705167;1.002411;0.498797;-0.498797
0.706167;1.002411;0.498797;-0.498797
0.707167;1.002411;0.498797;-0.498797
0.708167;1.002411;0.498797;-0.498797
0.709167;1.002411;0.498797;-0.498797
0.710167;1.002411;0.498797;-0.498797
0.711167;1.002411;0.498797;-0.498797
0.712167;1.002411;0.498797;-0.498797
0.713167;1.002411;0.498797;-0.498797
0.714167;1.002411;0.498797;-0.498797
0.715167;1.002411;0.498797;-0.498797
0.716167;1.002411;0.498797;-0.498797
0.717167;1.002411;0.498797;-0.498797
0.718167;1.002411;0.498797;-0.498797
0.719167;1.002411;0.498797;-0.498797
0.720167;1.002411;0.498797;-0.498797
0.721167;1.002411;0.498797;-0.498797
0.722167;1.002411;0.498797;-0.498797
0.723167;1.002411;0.498797;-0.498797
0.724167;1.002411;0.498797;-0.498797
0.725167;1.002411;0.498797;-0.498797
0.726167;1.002411;0.498797;-0.498797
0.727167;1.002411;0.498797;-0.498797
0.728167;1.002411;0.498797;-0.498797
0.729167;1.002411;0.498797;-0.498797
0.730167;1.002411;0.498797;-0.498797
0.731167;1.002411;0.498797;-0.498797
0.732167;1.002411;0.498797;-0.498797
0.733167;1.002411;0.498797;-0.498797
0.734167;1.002411;0.498797;-0.498797
0.735167;1.002411;0.498797;-0.498797
0.736167;1.002411;0.498797;-0.498797
0.737167;1.002411;0.498797;-0.498797
0.738167;1.002411;0.498797;-0.498797
0.739167;1.002411;0.498797;-0.498797
0.740167;1.002411;0.498797;-0.498797
0.741167;1.002411;0.498797;-0.498797
0.742167;1.002411;0.498797;-0.498797
0.743167;1.002411;0.498797;-0.498797
0.744167;1.002411;0.498797;-0.498797
0.745167;1.002411;0.498797;-0.498797
0.746167;1.002411;0.498797;-0.498797
0.747167;1.002411;0.498797;-0.498797
0.748167;1.002411;0.498797;-0.498797
0.749167;1.002411;0.498797;-0.498797
0.750167;1.002411;0.498797;-0.498797
0.751167;1.002411;0.498797;-0.498797
0.752167;1.002411;0.498797;-0.498797
0.753167;1.002411;0.498797;-0.498797
0.754167;1.002411;0.498797;-0.498797
0.755167;1.002411;0.498797;-0.498797
0.756167;1.002411;0.498797;-0.498797
0.757167;1.002411;0.498797;-0.498797
0.758167;1.002411;0.498797;-0.498797
0.759167;1.002411;0.498797;-0.498797
0.760167;1.002411;0.498797;-0.498797
0.761167;1.002411;0.498797;-0.498797
0.762167;1.002411;0.498797;-0.498797
0.763167;1.002411;0.498797;-0.498797
0.764167;1.002411;0.498797;-0.498797
0.765167;1.002411;0.498797;-0.498797
0.766167;1.002411;0.498797;-0.498797
0.767167;1.002411;0.498797;-0.498797
0.768167;1.002411;0.498797;-0.498797
0.769167;1.002411;0.498797;-0.498797
0.770167;1.002411;0.498797;-0.498797
0.771167;1.002411;0.498797;-0.498797
0.772167;1.002411;0.498797;-0.498797
0.773167;1.002411;0.498797;-0.498797
0.774167;1.002411;0.498797;-0.498797
0.775167;1.002411;0.498797;-0.498797
0.776167;1.002411;0.498797;-0.498797
0.777167;1.002411;0.498797;-0.498797
0.778167;1.002411;0.498797;-0.498797
0.779167;1.002411;0.498797;-0.498797
0.780167;1.002411;0.498797;-0.498797
0.781167;1.002411;0.498797;-0.498797
0.782167;1.002411;0.498797;-0.498797
0.783167;1.002411;0.498797;-0.498797
0.784167;1.002411;0.498797;-0.498797
0.785167;1.002411;0.498797;-0.498797
0.786167;1.002411;0.498797;-0.498797
0.787167;1.002411;0.498797;-0.498797
0.788167;1.002411;0.498797;-0.498797
0.789167;1.002411;0.498797;-0.498797
0.790167;1.002411;0.498797;-0.498797
0.791167;1.002411;0.498797;-0.498797
0.792167;1.002411;0.498797;-0.498797
0.793167;1.002411;0.498797;-0.498797
0.794167;1.002411;0.498797;-0.498797
0.795167;1.002411;0.498797;-0.498797
0.796167;1.002411;0.498797;-0.498797
0.797167;1.002411;0.498797;-0.498797
0.798167;1.002411;0.498797;-0.498797
0.799167;1.002411;0.498797;-0.498797
0.800167;1.002411;0.498797;-0.498797
0.801167;1.002411;0.498797;-0.498797
0.802167;1.002411;0.498797;-0.498797
0.803167;1.002411;0.498797;-0.498797
0.804167;1.002411;0.498797;-0.498797
0.805167;1.002411;0.498797;-0.498797
0.806167;1.002411;0.498797;-0.498797
0.807167;1.002411;0.498797;-0.498797
0.808167;1.002411;0.498797;-0.498797
0.809167;1.002411;0.498797;-0.498797
0.810167;1.002411;0.498797;-0.498797
0.811167;1.002411;0.498797;-0.498797
0.812167;1.002411;0.498797;-0.498797
0.813167;1.002411;0.498797;-0.498797
0.814167;1.002411;0.498797;-0.498797
0.815167;1.002411;0.498797;-0.498797
0.816167;1.002411;0.498797;-0.498797
0.817167;1.002411;0.498797;-0.498797
0.818167;1.002411;0.498797;-0.498797
0.819167;1.002411;0.498797;-0.498797
0.820167;1.002411;0.498797;-0.498797
0.821167;1.002411;0.498797;-0.498797
0.822167;1.002411;0.498797;-0.498797
0.823167;1.002411;0.498797;-0.498797
0.824167;1.002411;0.498797;-0.498797
0.825167;1.002411;0.498797;-0.498797
0.826167;1.002411;0.498797;-0.498797
0.827167;1.002411;0.498797;-0.498797
0.828167;1.002411;0.498797;-0.498797
0.829167;1.002411;0.498797;-0.498797
0.830167;1.002411;0.498797;-0.498797
0.831167;1.002411;0.498797;-0.498797
0.832167;1.002411;0.498797;-0.498797
0.833167;1.002411;0.498797;-0.498797
0.834167;1.002411;0.498797;-0.498797
0.835167;1.002411;0.498797;-0.498797
0.836167;1.002411;0.498797;-0.498797
0.837167;1.002411;0.498797;-0.498797
0.838167;1.002411;0.498797;-0.498797
0.839167;1.002411;0.498797;-0.498797
0.840167;1.002411;0.498797;-0.498797
0.841167;1.002411;0.498797;-0.498797
0.842167;1.002411;0.498797;-0.498797
0.843167;1.002411;0.498797;-0.498797
0.844167;1.002411;0.498797;-0.498797
0.845167;1.002411;0.498797;-0.498797
0.846167;1.002411;0.498797;-0.498797
0.847167;1.002411;0.498797;-0.498797
0.848167;1.002411;0.498797;-0.498797
0.849167;1.002411;0.498797;-0.498797
0.850167;1.002411;0.498797;-0.498797
0.851167;1.002411;0.498797;-0.498797
0.852167;1.002411;0.498797;-0.498797
0.853167;1.002411;0.498797;-0.498797
0.854167;1.002411;0.498797;-0.498797
0.855167;1.002411;0.498797;-0.498797
0.856167;1.002411;0.498797;-0.498797
0.857167;1.002411;0.498797;-0.498797
0.858167;1.002411;0.498797;-0.498797
0.859167;1.002411;0.498797;-0.498797
0.860167;1.002411;0.498797;-0.498797
0.861167;1.002411;0.498797;-0.498797
0.862167;1.002411;0.498797;-0.498797
0.863167;1.002411;0.498797;-0.498797
0.864167;1.002411;0.498797;-0.498797
0.865167;1.002411;0.498797;-0.498797
0.866167;1.002411;0.498797;-0.498797
0.867167;1.002411;0.498797;-0.498797
0.868167;1.002411;0.498797;-0.498797
0.869167;1.002411;0.498797;-0.498797
0.870167;1.002411;0.498797;-0.498797
0.871167;1.002411;0.498797;-0.498797
0.872167;1.002411;0.498797;-0.498797
0.873167;1.002411;0.498797;-0.498797
0.874167;1.002411;0.498797;-0.498797
0.875167;1.002411;0.498797;-0.498797
0.876167;1.002411;0.498797;-0.498797
0.877167;1.002411;0.498797;-0.498797
0.878167;1.002411;0.498797;-0.498797
0.879167;1.002411;0.498797;-0.498797
0.880167;1.002411;0.498797;-0.498797
0.881167;1.002411;0.498797;-0.498797
0.882167;1.002411;0.498797;-0.498797
0.883167;1.002411;0.498797;-0.498797
0.884167;1.002411;0.498797;-0.498797
0.885167;1.002411;0.498797;-0.498797
0.886167;1.002411;0.498797;-0.498797
0.887167;1.002411;0.498797;-0.498797
0.888167;1.002411;0.498797;-0.498797
0.889167;1.002411;0.498797;-0.498797
0.890167;1.002411;0.498797;-0.498797
0.891167;1.002411;0.498797;-0.498797
0.892167;1.002411;0.498797;-0.498797
0.893167;1.002411;0.498797;-0.498797
0.894167;1.002411;0.498797;-0.498797
0.895167;1.002411;0.498797;-0.498797
0.896167;1.002411;0.498797;-0.498797
0.897167;1.002411;0.498797;-0.498797
0.898167;1.002411;0.498797;-0.498797
0.899167;1.002411;0.498797;-0.498797
0.900167;1.002411;0.498797;-0.498797
0.901167;1.002411;0.498797;-0.498797
0.902167;1.002411;0.498797;-0.498797
0.903167;1.002411;0.498797;-0.498797
0.904167;1.002411;0.498797;-0.498797
0.905167;1.002411;0.498797;-0.498797
0.906167;1.002411;0.498797;-0.498797
0.907167;1.002411;0.498797;-0.498797
0.908167;1.002411;0.498797;-0.498797
0.909167;1.002411;0.498797;-0.498797
0.910167;1.002411;0.498797;-0.498797
0.911167;1.002411;0.498797;-0.498797
0.912167;1.002411;0.498797;-0.498797
0.913167;1.002411;0.498797;-0.498797
0.914167;1.002411;0.498797;-0.498797
0.915167;1.002411;0.498797;-0.498797
0.916167;1.002411;0.498797;-0.498797
0.917167;1.002411;0.498797;-0.498797
0.918167;1.002411;0.498797;-0.498797
0.919167;1.002411;0.498797;-0.498797
0.920167;1.002411;0.498797;-0.498797
0.921167;1.002411;0.498797;-0.498797
0.922167;1.002411;0.498797;-0.498797
0.923167;1.002411;0.498797;-0.498797
0.924167;1.002411;0.498797;-0.498797
0.925167;1.002411;0.498797;-0.498797
0.926167;1.002411;0.498797;-0.498797
0.927167;1.002411;0.498797;-0.498797
0.928167;1.002411;0.498797;-0.498797
0.929167;1.002411;0.498797;-0.498797
0.930167;1.002411;0.498797;-0.498797
0.931167;1.002411;0.498797;-0.498797
0.932167;1.002411;0.498797;-0.498797
0.933167;1.002411;0.498797;-0.498797
0.934167;1.002411;0.498797;-0.498797
0.935167;1.002411;0.498797;-0.498797
0.936167;1.002411;0.498797;-0.498797
0.937167;1.002411;0.498797;-0.498797
0.938167;1.002411;0.498797;-0.498797
0.939167;1.002411;0.498797;-0.498797
0.940167;1.002411;0.498797;-0.498797
0.941167;1.002411;0.498797;-0.498797
0.942167;1.002411;0.498797;-0.498797
0.943167;1.002411;0.498797;-0.498797
0.944167;1.002411;0.498797;-0.498797
0.945167;1.002411;0.498797;-0.498797
0.946167;1.002411;0.498797;-0.498797
0.947167;1.002411;0.498797;-0.498797
0.948167;1.002411;0.498797;-0.498797
0.949167;1.002411;0.498797;-0.498797
0.950167;1.002411;0.498797;-0.498797
0.951167;1.002411;0.498797;-0.498797
0.952167;1.002411;0.498797;-0.498797
0.953167;1.002411;0.498797;-0.498797
0.954167;1.002411;0.498797;-0.498797
0.955167;1.002411;0.498797;-0.498797
0.956167;1.002411;0.498797;-0.498797
0.957167;1.002411;0.498797;-0.498797
0.958167;1.002411;0.498797;-0.498797
0.959167;1.002411;0.498797;-0.498797
0.960167;1.002411;0.498797;-0.498797
0.961167;1.002411;0.498797;-0.498797
0.962167;1.002411;0.498797;-0.498797
0.963167;1.002411;0.498797;-0.498797
0.964167;1.002411;0.498797;-0.498797
0.965167;1.002411;0.498797;-0.498797
0.966167;1.002411;0.498797;-0.498797
0.967167;1.002411;0.498797;-0.498797
0.968167;1.002411;0.498797;-0.498797
0.969167;1.002411;0.498797;-0.498797
0.970167;1.002411;0.498797;-0.498797
0.971167;1.002411;0.498797;-0.498797
0.972167;1.002411;0.498797;-0.498797
0.973167;1.002411;0.498797;-0.498797
0.974167;1.002411;0.498797;-0.498797
0.975167;1.002411;0.498797;-0.498797
0.976167;1.002411;0.498797;-0.498797
0.977167;1.002411;0.498797;-0.498797
0.978167;1.002411;0.498797;-0.498797
0.979167;1.002411;0.498797;-0.498797
0.980167;1.002411;0.498797;-0.498797
0.981167;1.002411;0.498797;-0.498797
0.982167;1.002411;0.498797;-0.498797
0.983167;1.002411;0.498797;-0.498797
0.984167;1.002411;0.498797;-0.498797
0.985167;1.002411;0.498797;-0.498797
0.986167;1.002411;0.498797;-0.498797
0.987167;1.002411;0.498797;-0.498797
0.988167;1.002411;0.498797;-0.498797
0.989167;1.002411;0.498797;-0.498797
0.990167;1.002411;0.498797;-0.498797
0.991167;1.002411;0.498797;-0.498797
0.992167;1.002411;0.498797;-0.498797
0.993167;1.002411;0.498797;-0.498797
0.994167;1.002411;0.498797;-0.498797
0.995167;1.002411;0.498797;-0.498797
0.996167;1.002411;0.498797;-0.498797
0.997167;1.002411;0.498797;-0.498797
0.998167;1.002411;0.498797;-0.498797
0.999167;1.002411;0.498797;-0.498797
1.000000;1.002411;0.498797;-0.498797
